,dv,iv,p,ll_cv_model,ll_cv_baseline,D_ll_cv,ll_sd,colors
95,LAN,s_GPT2,0.8448782230757204,-389.95633200465085,-390.13930894826717,0.18297694361632466,0.06506365950899731,darkgrey
96,LAN,s_GPT2_medium,0.4440367385558057,-389.83701209420735,-390.13930894826717,0.30229685405981854,0.27903519388204095,darkgrey
97,LAN,s_GPT2_large,0.6756776433931777,-389.9410355811204,-390.13930894826717,0.19827336714678268,0.2268446145143073,darkgrey
98,LAN,s_GPT2_xl,0.5904527768257413,-390.14348216779314,-390.13930894826717,-0.0041732195259669425,0.4333055112518344,darkgrey
99,LAN,s_GPTNeo_125M,0.5830859399066115,-389.7996282315803,-390.13930894826717,0.33968071668687116,0.1416241292672839,darkgrey
100,LAN,s_GPTNeo,0.7023071937665899,-390.0377325151261,-390.13930894826717,0.10157643314107645,0.2291506848175226,darkgrey
101,LAN,s_GPTNeo_large,0.8124092185096818,-390.18936158166173,-390.13930894826717,-0.05005263339455723,0.3338470369505224,darkgrey
102,LAN,cloze_p_smoothed,0.9590010431320907,-390.12746531076965,-390.13930894826717,0.011843637497520376,0.10836471708398311,darkgrey
103,LAN,cloze_s,0.8296359317245916,-390.0674650451877,-390.13930894826717,0.07184390307946842,0.1916690563794924,darkgrey
104,LAN,rating_mean,0.533936751150134,-389.8878111336072,-390.13930894826717,0.251497814659956,0.3387232804243264,darkgrey
105,N400,bigram,0.9999952398905604,-345.0664517073234,-344.96512304974846,-0.10132865757492482,0.06918503540548857,darkgrey
106,N400,trigram,0.9956293929987254,-344.98444790302,-344.96512304974846,-0.019324853271541542,0.06088065055705049,darkgrey
107,N400,tetragram,0.9693748595322669,-344.94582322327017,-344.96512304974846,0.01929982647828865,0.07733986084136245,darkgrey
108,N400,psg,0.999797285162089,-345.13031129453543,-344.96512304974846,-0.16518824478697525,0.10400074943253469,darkgrey
109,N400,rnn,0.9332919569475857,-344.9100530302297,-344.96512304974846,0.0550700195187801,0.13114318853060467,darkgrey
110,N400,s_GPT2,0.866959917818114,-344.8513553292383,-344.96512304974846,0.11376772051016815,0.13493888469761642,darkgrey
111,N400,s_GPT2_medium,0.7397011346507841,-344.89899620562915,-344.96512304974846,0.06612684411931014,0.2807289867975786,darkgrey
112,N400,s_GPT2_large,0.6840509579476267,-344.88129238216624,-344.96512304974846,0.08383066758221958,0.2675868333352562,darkgrey
113,N400,s_GPT2_xl,0.6752189516120787,-344.7383686775932,-344.96512304974846,0.22675437215525562,0.2578436525560614,darkgrey
114,N400,s_GPTNeo_125M,0.7552616392234034,-344.8596859111214,-344.96512304974846,0.10543713862705317,0.21523869768013637,darkgrey
115,N400,s_GPTNeo,0.8557673884721037,-344.88539723136654,-344.96512304974846,0.07972581838191672,0.15882109819057236,darkgrey
116,N400,s_GPTNeo_large,0.8947381321955146,-344.9450802611567,-344.96512304974846,0.020042788591752014,0.2076532822932546,darkgrey
117,N400,cloze_p_smoothed,0.9535933275153533,-344.8737369491976,-344.96512304974846,0.09138610055083518,0.08675340354388779,darkgrey
118,N400,cloze_s,0.7075299840678158,-344.7898125460282,-344.96512304974846,0.17531050372025447,0.2130493411156065,darkgrey
119,N400,rating_mean,0.14449757360415497,-344.158206539171,-344.96512304974846,0.80691651057748,0.3546082684116812,darkgrey
120,EPNP,bigram,0.9790834157138484,-292.30435623110486,-292.25119231635296,-0.05316391475190585,0.11781464731023071,darkgrey
121,EPNP,trigram,0.999450139494843,-292.32168243247185,-292.25119231635296,-0.07049011611889,0.05680920698283124,darkgrey
122,EPNP,tetragram,0.9979087014263797,-292.2780794287986,-292.25119231635296,-0.026887112445649564,0.052768737962537136,darkgrey
123,EPNP,psg,0.9946489332320518,-292.3567007105148,-292.25119231635296,-0.10550839416185909,0.1012516804200037,darkgrey
124,EPNP,rnn,0.8730250849199831,-292.22605073971766,-292.25119231635296,0.02514157663529204,0.18907430537618536,darkgrey
125,EPNP,s_GPT2,0.6304359912556738,-292.0912315805725,-292.25119231635296,0.15996073578043024,0.2355832638078059,darkgrey
126,EPNP,s_GPT2_medium,0.9999981298683506,-292.2959465646419,-292.25119231635296,-0.044754248288938925,0.022116918502683006,darkgrey
127,EPNP,s_GPT2_large,0.9715734324499147,-292.18310917466727,-292.25119231635296,0.06808314168569041,0.06797459656167722,darkgrey
128,EPNP,s_GPT2_xl,0.9031462732565747,-292.1640149749048,-292.25119231635296,0.08717734144818223,0.12546222783922686,darkgrey
129,EPNP,s_GPTNeo_125M,0.9999999692076509,-292.3658349546346,-292.25119231635296,-0.11464263828162302,0.02857476650831088,darkgrey
130,EPNP,s_GPTNeo,0.9680028125547512,-292.1706179997613,-292.25119231635296,0.08057431659165104,0.06418173589336479,darkgrey
131,EPNP,s_GPTNeo_large,0.9354295602491645,-292.20926952531397,-292.25119231635296,0.041922791038985,0.11121847049009753,darkgrey
132,EPNP,cloze_p_smoothed,0.1091671228524057,-291.6376740909758,-292.25119231635296,0.6135182253771632,0.6136045333289174,darkgrey
133,EPNP,cloze_s,0.03864791315362679,-291.32769514548943,-292.25119231635296,0.9234971708635271,0.695559619281525,yellow
134,EPNP,rating_mean,0.999499094998272,-292.3487899226247,-292.25119231635296,-0.09759760627173364,0.07148138281159132,darkgrey
135,P600,bigram,0.9952278028578563,-317.5017517466726,-317.43786799387186,-0.06388375280073433,0.08800604119254657,darkgrey
136,P600,trigram,0.9941753550709009,-317.5749232062363,-317.43786799387186,-0.1370552123644302,0.17238397338138417,darkgrey
137,P600,tetragram,0.993422785588732,-317.5847944387821,-317.43786799387186,-0.14692644491026385,0.17771008987252393,darkgrey
138,P600,psg,0.8294383080955721,-317.3027749315646,-317.43786799387186,0.1350930623072486,0.12006553973848048,darkgrey
139,P600,rnn,0.9938311126323126,-317.59498313131553,-317.43786799387186,-0.15711513744366812,0.13555814366138172,darkgrey
140,P600,s_GPT2,0.2941860738109498,-317.1299748056916,-317.43786799387186,0.3078931881802873,0.48171329242186406,darkgrey
141,P600,s_GPT2_medium,0.4143215501848144,-317.2779665717343,-317.43786799387186,0.15990142213757963,0.5319508527090038,darkgrey
142,P600,s_GPT2_large,0.43205868939907177,-317.38017646565015,-317.43786799387186,0.05769152822171009,0.5338366569545725,darkgrey
143,P600,s_GPT2_xl,0.26345976923126363,-317.08770339569077,-317.43786799387186,0.35016459818109524,0.4646820290077506,darkgrey
144,P600,s_GPTNeo_125M,0.44859223882055976,-317.2427608123806,-317.43786799387186,0.1951071814912666,0.4129698240002045,darkgrey
145,P600,s_GPTNeo,0.4185618300312645,-317.20480741125164,-317.43786799387186,0.2330605826202259,0.4246316300423836,darkgrey
146,P600,s_GPTNeo_large,0.4487491382814556,-317.1367296499608,-317.43786799387186,0.3011383439110773,0.3500400817916599,darkgrey
147,P600,cloze_p_smoothed,0.8691459545053937,-317.31113633545357,-317.43786799387186,0.1267316584182936,0.12537527583707242,darkgrey
148,P600,cloze_s,0.5858598658988884,-317.3951237873985,-317.43786799387186,0.04274420647334409,0.3965205457341049,darkgrey
149,P600,rating_mean,0.46994050088306005,-317.2037753301267,-317.43786799387186,0.234092663745173,0.3955919634941363,darkgrey
150,PNP,bigram,0.9996382107789132,-328.22621078041476,-328.08977065894635,-0.13644012146841078,0.07676496954971015,darkgrey
151,PNP,trigram,0.9999852146383937,-328.25660685284396,-328.08977065894635,-0.16683619389760906,0.09637237833376454,darkgrey
152,PNP,tetragram,0.9945592355107247,-328.19787715065706,-328.08977065894635,-0.10810649171071418,0.10965520757278076,darkgrey
153,PNP,psg,0.9999999952316478,-328.2227878871765,-328.08977065894635,-0.1330172282301305,0.05435450215643053,darkgrey
154,PNP,rnn,0.9911931312484584,-328.14903290254716,-328.08977065894635,-0.05926224360081278,0.11986902488791769,darkgrey
155,PNP,s_GPT2,0.9580963102701886,-328.00721962354055,-328.08977065894635,0.08255103540579967,0.011857784021844519,darkgrey
156,PNP,s_GPT2_medium,0.9999785315653038,-328.1086940515679,-328.08977065894635,-0.018923392621559287,0.02468180567360737,darkgrey
157,PNP,s_GPT2_large,0.9890535700314189,-328.1006115966281,-328.08977065894635,-0.010840937681734886,0.0802892369161212,darkgrey
158,PNP,s_GPT2_xl,0.9324949314592872,-328.0388126771697,-328.08977065894635,0.05095798177666211,0.11945898490246794,darkgrey
159,PNP,s_GPTNeo_125M,0.9997342730655012,-328.09030036407273,-328.08977065894635,-0.000529705126382396,0.015946717894947133,darkgrey
160,PNP,s_GPTNeo,0.9477836321029083,-327.99969504489826,-328.08977065894635,0.09007561404808939,0.05285020539031509,darkgrey
161,PNP,s_GPTNeo_large,0.9672699111502154,-328.0494172172733,-328.08977065894635,0.04035344167306221,0.06727784040726607,darkgrey
162,PNP,cloze_p_smoothed,0.9446915368448563,-328.2863670335034,-328.08977065894635,-0.19659637455703205,0.23549617022308716,darkgrey
163,PNP,cloze_s,0.9241634748833466,-328.3531823149982,-328.08977065894635,-0.2634116560518578,0.2921876722997785,darkgrey
164,PNP,rating_mean,0.9989789109680451,-328.2977078063627,-328.08977065894635,-0.2079371474163736,0.15773441438328986,darkgrey
165,self_paced_reading_time,bigram,0.00011141194191353807,-935.4429595752081,-938.9719423383733,3.5289827631652315,1.2344315355204425,tomato
166,self_paced_reading_time,trigram,8.068847209615389e-05,-935.3612522722818,-938.9719423383733,3.610690066091479,0.9125446454967341,tomato
167,self_paced_reading_time,tetragram,2.186409779713046e-05,-935.0349148626303,-938.9719423383733,3.9370274757429797,0.9781909029329753,tomato
168,self_paced_reading_time,psg,0.00037472934623180047,-935.7546620764542,-938.9719423383733,3.217280261919086,0.537832839587575,tomato
169,self_paced_reading_time,rnn,3.915841821520625e-05,-935.1797534581661,-938.9719423383733,3.7921888802071635,0.3215860271555514,tomato
170,self_paced_reading_time,s_GPT2,0.0010443427969358007,-936.024687584519,-938.9719423383733,2.9472547538542813,0.46525449122767637,orange
171,self_paced_reading_time,s_GPT2_medium,6.611135691231354e-05,-935.3110175008321,-938.9719423383733,3.660924837541188,0.3024969212067551,tomato
172,self_paced_reading_time,s_GPT2_large,2.4811991103203668e-05,-935.0662461081913,-938.9719423383733,3.905696230182002,0.47282785920094317,tomato
173,self_paced_reading_time,s_GPT2_xl,3.4474581322753534e-05,-935.1479856533426,-938.9719423383733,3.82395668503068,0.4917826104236812,tomato
174,self_paced_reading_time,s_GPTNeo_125M,1.551764417833855e-05,-934.9502566439799,-938.9719423383733,4.0216856943934545,0.31696275518524325,tomato
175,self_paced_reading_time,s_GPTNeo,8.138361426137122e-06,-934.7919331649493,-938.9719423383733,4.180009173423969,0.593377416049874,tomato
176,self_paced_reading_time,s_GPTNeo_large,4.175415203023389e-05,-935.1957820883432,-938.9719423383733,3.7761602500301024,0.513431715645843,tomato
177,self_paced_reading_time,cloze_p_smoothed,0.0869294803963102,-937.5037303658773,-938.9719423383733,1.4682119724959648,0.7472141713742518,darkgrey
178,self_paced_reading_time,cloze_s,0.0024567094058266115,-936.4480249428719,-938.9719423383733,2.523917395501371,0.992142418628818,orange
179,self_paced_reading_time,rating_mean,1.7046296988888356e-10,-933.1546901121865,-938.9719423383733,5.817252226186838,2.8965030768672864,tomato
